Number of Hyperparam Combinations: 216
Number of Runs per Hyperparam Set: 5

Hyperparam Tuple                                             | Training Loss Avg       | Training Accuracy Avg   | Validation Loss Avg     | Validation Acc Avg
(128, 'relu', 0.1, 128, 'relu', 0.05, 256, 'relu', 0.05)     | 20.284279441833498      | 0.9515151619911194      | 117.34878692626953      | 0.8389610409736633
(256, 'relu', 0.1, 128, 'relu', 0.05, 256, 'relu', 0.05)     | 7.961364364624023       | 0.9696969985961914      | 190.38751525878905      | 0.8389610409736633
(128, 'relu', 0.2, 128, 'relu', 0.05, 256, 'relu', 0.05)     | 37.942850494384764      | 0.9333333492279052      | 146.7251205444336       | 0.8467532515525817
(256, 'relu', 0.2, 128, 'relu', 0.05, 256, 'relu', 0.05)     | 25.864956519007684      | 0.939393949508667       | 139.65158386230468      | 0.8389610409736633
(128, 'relu', 0.5, 128, 'relu', 0.05, 256, 'relu', 0.05)     | 133.64199829101562      | 0.800000011920929       | 128.90047607421874      | 0.8233766198158264
(256, 'relu', 0.5, 128, 'relu', 0.05, 256, 'relu', 0.05)     | 65.61463088989258       | 0.8909091114997864      | 108.16921310424804      | 0.8259740233421325
(128, 'relu', 0.1, 256, 'relu', 0.05, 256, 'relu', 0.05)     | 12.777574288845063      | 0.9515151739120483      | 205.50436096191407      | 0.8285714268684388
(256, 'relu', 0.1, 256, 'relu', 0.05, 256, 'relu', 0.05)     | 16.765777349472046      | 0.9515151619911194      | 156.3970184326172       | 0.833766233921051 
(128, 'relu', 0.2, 256, 'relu', 0.05, 256, 'relu', 0.05)     | 25.88632869720459       | 0.9272727370262146      | 145.8102600097656       | 0.849350655078888 
(256, 'relu', 0.2, 256, 'relu', 0.05, 256, 'relu', 0.05)     | 36.966767120361325      | 0.939393949508667       | 168.3358123779297       | 0.8285714268684388
(128, 'relu', 0.5, 256, 'relu', 0.05, 256, 'relu', 0.05)     | 138.18062858581544      | 0.818181824684143       | 139.14022064208984      | 0.8441558480262756
(256, 'relu', 0.5, 256, 'relu', 0.05, 256, 'relu', 0.05)     | 79.24992218017579       | 0.8848484992980957      | 131.7985046386719       | 0.849350655078888 
(128, 'relu', 0.1, 128, 'relu', 0.1, 256, 'relu', 0.05)      | 35.13751106262207       | 0.939393949508667       | 166.059130859375        | 0.8415584444999695
(256, 'relu', 0.1, 128, 'relu', 0.1, 256, 'relu', 0.05)      | 21.671015548706055      | 0.9212121367454529      | 124.17564086914062      | 0.8025973916053772
(128, 'relu', 0.2, 128, 'relu', 0.1, 256, 'relu', 0.05)      | 75.48890647888183       | 0.8727272868156433      | 147.5175811767578       | 0.8389610409736633
(256, 'relu', 0.2, 128, 'relu', 0.1, 256, 'relu', 0.05)      | 16.527326774597167      | 0.9575757861137391      | 122.37882080078126      | 0.8545454621315003
(128, 'relu', 0.5, 128, 'relu', 0.1, 256, 'relu', 0.05)      | 152.9986831665039       | 0.8121212244033813      | 127.12552185058594      | 0.7948051929473877
(256, 'relu', 0.5, 128, 'relu', 0.1, 256, 'relu', 0.05)      | 129.95651931762694      | 0.818181836605072       | 143.85272979736328      | 0.8363636374473572
(128, 'relu', 0.1, 256, 'relu', 0.1, 256, 'relu', 0.05)      | 16.565642166137696      | 0.9454545497894287      | 166.00665283203125      | 0.8389610409736633
(256, 'relu', 0.1, 256, 'relu', 0.1, 256, 'relu', 0.05)      | 26.453215026855467      | 0.9636363744735718      | 151.76570892333984      | 0.8597402691841125
(128, 'relu', 0.2, 256, 'relu', 0.1, 256, 'relu', 0.05)      | 30.98848686218262       | 0.9333333492279052      | 179.83648529052735      | 0.8233766198158264
(256, 'relu', 0.2, 256, 'relu', 0.1, 256, 'relu', 0.05)      | 28.320253753662108      | 0.9515151619911194      | 176.85669860839843      | 0.8415584444999695
(128, 'relu', 0.5, 256, 'relu', 0.1, 256, 'relu', 0.05)      | 92.64175643920899       | 0.818181824684143       | 139.18375549316406      | 0.8207792162895202
(256, 'relu', 0.5, 256, 'relu', 0.1, 256, 'relu', 0.05)      | 135.77451934814454      | 0.8909090995788574      | 128.8022018432617       | 0.8519480586051941
(128, 'relu', 0.1, 128, 'relu', 0.2, 256, 'relu', 0.05)      | 38.65265283584595       | 0.9272727370262146      | 177.83722229003905      | 0.8389610409736633
(256, 'relu', 0.1, 128, 'relu', 0.2, 256, 'relu', 0.05)      | 36.1638484954834        | 0.9212121367454529      | 105.68058319091797      | 0.8623376727104187
(128, 'relu', 0.2, 128, 'relu', 0.2, 256, 'relu', 0.05)      | 46.99378280639648       | 0.878787887096405       | 145.87928771972656      | 0.8363636374473572
(256, 'relu', 0.2, 128, 'relu', 0.2, 256, 'relu', 0.05)      | 19.82487554550171       | 0.939393949508667       | 118.13752136230468      | 0.8467532515525817
(128, 'relu', 0.5, 128, 'relu', 0.2, 256, 'relu', 0.05)      | 189.061767578125        | 0.7878787875175476      | 143.14955291748046      | 0.8051947951316833
(256, 'relu', 0.5, 128, 'relu', 0.2, 256, 'relu', 0.05)      | 139.1567352294922       | 0.8363636493682861      | 125.02224273681641      | 0.815584409236908 
(128, 'relu', 0.1, 256, 'relu', 0.2, 256, 'relu', 0.05)      | 60.017256546020505      | 0.9272727370262146      | 161.21087646484375      | 0.8519480586051941
(256, 'relu', 0.1, 256, 'relu', 0.2, 256, 'relu', 0.05)      | 10.032421159744263      | 0.9636363863945008      | 193.69474182128906      | 0.8545454621315003
(128, 'relu', 0.2, 256, 'relu', 0.2, 256, 'relu', 0.05)      | 58.582514953613284      | 0.8969697117805481      | 198.29837951660156      | 0.8467532515525817
(256, 'relu', 0.2, 256, 'relu', 0.2, 256, 'relu', 0.05)      | 26.37287312746048       | 0.9272727370262146      | 150.92366485595704      | 0.8545454621315003
(128, 'relu', 0.5, 256, 'relu', 0.2, 256, 'relu', 0.05)      | 173.10923767089844      | 0.8060606122016907      | 109.02935028076172      | 0.8519480586051941
(256, 'relu', 0.5, 256, 'relu', 0.2, 256, 'relu', 0.05)      | 101.80922088623046      | 0.8363636493682861      | 131.924072265625        | 0.849350655078888 
(128, 'relu', 0.1, 128, 'relu', 0.05, 128, 'relu', 0.1)      | 37.60084991455078       | 0.9212121367454529      | 135.09778900146483      | 0.8415584444999695
(256, 'relu', 0.1, 128, 'relu', 0.05, 128, 'relu', 0.1)      | 13.258212757110595      | 0.9696969866752625      | 147.76439056396484      | 0.8415584444999695
(128, 'relu', 0.2, 128, 'relu', 0.05, 128, 'relu', 0.1)      | 52.808157730102536      | 0.8909090995788574      | 160.06875               | 0.8233766198158264
(256, 'relu', 0.2, 128, 'relu', 0.05, 128, 'relu', 0.1)      | 23.61713181734085       | 0.939393949508667       | 124.24759368896484      | 0.8415584444999695
(128, 'relu', 0.5, 128, 'relu', 0.05, 128, 'relu', 0.1)      | 197.44551696777344      | 0.7818181872367859      | 135.58824768066407      | 0.8285714268684388
(256, 'relu', 0.5, 128, 'relu', 0.05, 128, 'relu', 0.1)      | 103.2754680633545       | 0.8666666746139526      | 125.69104766845703      | 0.8415584444999695
(128, 'relu', 0.1, 256, 'relu', 0.05, 128, 'relu', 0.1)      | 13.899387502670288      | 0.9696969866752625      | 218.14301147460938      | 0.8389610409736633
(256, 'relu', 0.1, 256, 'relu', 0.05, 128, 'relu', 0.1)      | 10.194142532348632      | 0.9757575869560242      | 148.6240249633789       | 0.8571428656578064
(128, 'relu', 0.2, 256, 'relu', 0.05, 128, 'relu', 0.1)      | 31.65054397583008       | 0.9212121367454529      | 155.85350646972657      | 0.8051948070526123
(256, 'relu', 0.2, 256, 'relu', 0.05, 128, 'relu', 0.1)      | 27.297670555114745      | 0.939393949508667       | 125.10781860351562      | 0.8545454621315003
(128, 'relu', 0.5, 256, 'relu', 0.05, 128, 'relu', 0.1)      | 92.67282991409301       | 0.8363636493682861      | 158.56145935058595      | 0.8155844211578369
(256, 'relu', 0.5, 256, 'relu', 0.05, 128, 'relu', 0.1)      | 96.08131408691406       | 0.8242424368858338      | 110.4794418334961       | 0.8441558480262756
(128, 'relu', 0.1, 128, 'relu', 0.1, 128, 'relu', 0.1)       | 34.85025405883789       | 0.9454545617103577      | 135.08241424560546      | 0.8519480586051941
(256, 'relu', 0.1, 128, 'relu', 0.1, 128, 'relu', 0.1)       | 18.293398666381837      | 0.9515151739120483      | 129.1743492126465       | 0.8519480586051941
(128, 'relu', 0.2, 128, 'relu', 0.1, 128, 'relu', 0.1)       | 43.87435607910156       | 0.9030303120613098      | 162.3262481689453       | 0.8441558480262756
(256, 'relu', 0.2, 128, 'relu', 0.1, 128, 'relu', 0.1)       | 23.596345710754395      | 0.9515151619911194      | 156.9687957763672       | 0.8441558480262756
(128, 'relu', 0.5, 128, 'relu', 0.1, 128, 'relu', 0.1)       | 165.1501495361328       | 0.7939393997192383      | 137.65337829589845      | 0.8025973916053772
(256, 'relu', 0.5, 128, 'relu', 0.1, 128, 'relu', 0.1)       | 121.13100891113281      | 0.8121212124824524      | 110.73966827392579      | 0.8389610409736633
(128, 'relu', 0.1, 256, 'relu', 0.1, 128, 'relu', 0.1)       | 48.64267053604126       | 0.9151515245437623      | 153.53648834228517      | 0.8571428656578064
(256, 'relu', 0.1, 256, 'relu', 0.1, 128, 'relu', 0.1)       | 12.505314260721207      | 0.95757577419281        | 165.69720001220702      | 0.8415584444999695
(128, 'relu', 0.2, 256, 'relu', 0.1, 128, 'relu', 0.1)       | 58.743769836425784      | 0.9030303120613098      | 110.1670768737793       | 0.8363636493682861
(256, 'relu', 0.2, 256, 'relu', 0.1, 128, 'relu', 0.1)       | 21.628524684906004      | 0.9575757622718811      | 138.45305633544922      | 0.8571428656578064
(128, 'relu', 0.5, 256, 'relu', 0.1, 128, 'relu', 0.1)       | 70.54178237915039       | 0.8121212124824524      | 106.90058746337891      | 0.8181818127632141
(256, 'relu', 0.5, 256, 'relu', 0.1, 128, 'relu', 0.1)       | 96.05868301391601       | 0.8303030490875244      | 110.6544692993164       | 0.8259740233421325
(128, 'relu', 0.1, 128, 'relu', 0.2, 128, 'relu', 0.1)       | 45.81284408569336       | 0.9272727370262146      | 164.71460723876953      | 0.815584409236908 
(256, 'relu', 0.1, 128, 'relu', 0.2, 128, 'relu', 0.1)       | 33.45292358398437       | 0.939393949508667       | 152.42374572753906      | 0.8467532515525817
(128, 'relu', 0.2, 128, 'relu', 0.2, 128, 'relu', 0.1)       | 70.25671801567077       | 0.8666666746139526      | 164.1682159423828       | 0.8415584444999695
(256, 'relu', 0.2, 128, 'relu', 0.2, 128, 'relu', 0.1)       | 61.6611988067627        | 0.8909091114997864      | 153.56490325927734      | 0.8441558480262756
(128, 'relu', 0.5, 128, 'relu', 0.2, 128, 'relu', 0.1)       | 212.88840026855468      | 0.7696969747543335      | 117.10899810791015      | 0.8103896021842957
(256, 'relu', 0.5, 128, 'relu', 0.2, 128, 'relu', 0.1)       | 197.31210174560547      | 0.7818181872367859      | 99.60481185913086       | 0.8285714268684388
(128, 'relu', 0.1, 256, 'relu', 0.2, 128, 'relu', 0.1)       | 53.51926798820496       | 0.9090909242630005      | 141.76414337158204      | 0.8415584444999695
(256, 'relu', 0.1, 256, 'relu', 0.2, 128, 'relu', 0.1)       | 17.483916091918946      | 0.9515151619911194      | 147.36610565185546      | 0.8467532515525817
(128, 'relu', 0.2, 256, 'relu', 0.2, 128, 'relu', 0.1)       | 65.53993492126465       | 0.8969696998596192      | 166.86346282958985      | 0.849350655078888 
(256, 'relu', 0.2, 256, 'relu', 0.2, 128, 'relu', 0.1)       | 31.499183654785156      | 0.9454545617103577      | 142.76992492675782      | 0.8519480586051941
(128, 'relu', 0.5, 256, 'relu', 0.2, 128, 'relu', 0.1)       | 95.8491340637207        | 0.8484848618507386      | 96.01876754760742       | 0.8467532515525817
(256, 'relu', 0.5, 256, 'relu', 0.2, 128, 'relu', 0.1)       | 95.96728515625          | 0.878787887096405       | 124.68205871582032      | 0.8259740233421325
(128, 'relu', 0.1, 128, 'relu', 0.05, 256, 'relu', 0.1)      | 32.3003945350647        | 0.9212121367454529      | 181.03765106201172      | 0.8181818127632141
(256, 'relu', 0.1, 128, 'relu', 0.05, 256, 'relu', 0.1)      | 24.840090942382812      | 0.9333333373069763      | 111.01199340820312      | 0.8467532515525817
(128, 'relu', 0.2, 128, 'relu', 0.05, 256, 'relu', 0.1)      | 28.217523765563964      | 0.9515151619911194      | 154.34995880126954      | 0.833766233921051 
(256, 'relu', 0.2, 128, 'relu', 0.05, 256, 'relu', 0.1)      | 44.97383441925049       | 0.9030303120613098      | 113.16990966796875      | 0.8467532515525817
(128, 'relu', 0.5, 128, 'relu', 0.05, 256, 'relu', 0.1)      | 167.7845016479492       | 0.8121212244033813      | 133.60778350830077      | 0.815584409236908 
(256, 'relu', 0.5, 128, 'relu', 0.05, 256, 'relu', 0.1)      | 96.39437103271484       | 0.818181824684143       | 119.65183715820312      | 0.8311688303947449
(128, 'relu', 0.1, 256, 'relu', 0.05, 256, 'relu', 0.1)      | 39.42348175048828       | 0.9454545497894287      | 179.22178497314454      | 0.8467532515525817
(256, 'relu', 0.1, 256, 'relu', 0.05, 256, 'relu', 0.1)      | 16.38043817579746       | 0.9454545617103577      | 140.54388275146485      | 0.8753246903419495
(128, 'relu', 0.2, 256, 'relu', 0.05, 256, 'relu', 0.1)      | 28.44229335784912       | 0.9090909242630005      | 165.33810119628907      | 0.8545454621315003
(256, 'relu', 0.2, 256, 'relu', 0.05, 256, 'relu', 0.1)      | 11.551521682739258      | 0.9757575869560242      | 171.90229187011718      | 0.8311688303947449
(128, 'relu', 0.5, 256, 'relu', 0.05, 256, 'relu', 0.1)      | 128.32314529418946      | 0.818181824684143       | 111.68426513671875      | 0.8415584444999695
(256, 'relu', 0.5, 256, 'relu', 0.05, 256, 'relu', 0.1)      | 87.31930236816406       | 0.8666666865348815      | 131.628564453125        | 0.833766233921051 
(128, 'relu', 0.1, 128, 'relu', 0.1, 256, 'relu', 0.1)       | 24.58161392211914       | 0.9454545617103577      | 157.09931335449218      | 0.8441558480262756
(256, 'relu', 0.1, 128, 'relu', 0.1, 256, 'relu', 0.1)       | 23.543769073486327      | 0.95757577419281        | 117.05839080810547      | 0.833766233921051 
(128, 'relu', 0.2, 128, 'relu', 0.1, 256, 'relu', 0.1)       | 44.3823127746582        | 0.8909090995788574      | 134.0244873046875       | 0.849350655078888 
(256, 'relu', 0.2, 128, 'relu', 0.1, 256, 'relu', 0.1)       | 26.06353588104248       | 0.939393949508667       | 133.5703598022461       | 0.8441558480262756
(128, 'relu', 0.5, 128, 'relu', 0.1, 256, 'relu', 0.1)       | 166.68926086425782      | 0.7757575869560241      | 140.29691619873046      | 0.7870129704475403
(256, 'relu', 0.5, 128, 'relu', 0.1, 256, 'relu', 0.1)       | 88.28748741149903       | 0.8484848499298095      | 108.99363403320312      | 0.8363636374473572
(128, 'relu', 0.1, 256, 'relu', 0.1, 256, 'relu', 0.1)       | 18.037121534347534      | 0.9696969866752625      | 175.36362915039064      | 0.833766233921051 
(256, 'relu', 0.1, 256, 'relu', 0.1, 256, 'relu', 0.1)       | 9.87512559890747        | 0.9636363744735718      | 119.81552429199219      | 0.8571428656578064
(128, 'relu', 0.2, 256, 'relu', 0.1, 256, 'relu', 0.1)       | 46.56021499633789       | 0.921212124824524       | 128.37895660400392      | 0.8389610409736633
(256, 'relu', 0.2, 256, 'relu', 0.1, 256, 'relu', 0.1)       | 28.968685722351076      | 0.9333333492279052      | 143.58261413574218      | 0.8545454621315003
(128, 'relu', 0.5, 256, 'relu', 0.1, 256, 'relu', 0.1)       | 151.26539611816406      | 0.7939393997192383      | 163.32847442626954      | 0.7896103739738465
(256, 'relu', 0.5, 256, 'relu', 0.1, 256, 'relu', 0.1)       | 97.77396392822266       | 0.8363636612892151      | 110.3971160888672       | 0.8389610409736633
(128, 'relu', 0.1, 128, 'relu', 0.2, 256, 'relu', 0.1)       | 47.515594482421875      | 0.8969697117805481      | 152.19995574951173      | 0.8389610409736633
(256, 'relu', 0.1, 128, 'relu', 0.2, 256, 'relu', 0.1)       | 25.328776550292968      | 0.9212121367454529      | 118.72992248535157      | 0.8519480586051941
(128, 'relu', 0.2, 128, 'relu', 0.2, 256, 'relu', 0.1)       | 34.879752731323244      | 0.9272727370262146      | 140.15349884033202      | 0.8285714268684388
(256, 'relu', 0.2, 128, 'relu', 0.2, 256, 'relu', 0.1)       | 20.141684150695802      | 0.9272727489471435      | 110.8806640625          | 0.8519480586051941
(128, 'relu', 0.5, 128, 'relu', 0.2, 256, 'relu', 0.1)       | 196.65743103027344      | 0.7515151739120484      | 110.76136932373046      | 0.8259740233421325
(256, 'relu', 0.5, 128, 'relu', 0.2, 256, 'relu', 0.1)       | 122.67670059204102      | 0.7878787875175476      | 116.4206787109375       | 0.8311688303947449
(128, 'relu', 0.1, 256, 'relu', 0.2, 256, 'relu', 0.1)       | 41.49519348144531       | 0.939393949508667       | 187.52655029296875      | 0.8441558480262756
(256, 'relu', 0.1, 256, 'relu', 0.2, 256, 'relu', 0.1)       | 5.533371579647064       | 0.9636363863945008      | 170.68014831542968      | 0.8519480586051941
(128, 'relu', 0.2, 256, 'relu', 0.2, 256, 'relu', 0.1)       | 29.899687385559083      | 0.9090909242630005      | 159.92198944091797      | 0.8285714268684388
(256, 'relu', 0.2, 256, 'relu', 0.2, 256, 'relu', 0.1)       | 30.960003423690797      | 0.9454545497894287      | 162.3681182861328       | 0.8415584444999695
(128, 'relu', 0.5, 256, 'relu', 0.2, 256, 'relu', 0.1)       | 136.3794174194336       | 0.7878787994384766      | 135.59313049316407      | 0.8285714268684388
(256, 'relu', 0.5, 256, 'relu', 0.2, 256, 'relu', 0.1)       | 81.82951431274414       | 0.8727272748947144      | 108.38668518066406      | 0.8441558480262756
(128, 'relu', 0.1, 128, 'relu', 0.05, 128, 'relu', 0.2)      | 43.4169379234314        | 0.9030303120613098      | 141.1204818725586       | 0.8415584444999695
(256, 'relu', 0.1, 128, 'relu', 0.05, 128, 'relu', 0.2)      | 21.428691482543947      | 0.9515151739120483      | 122.79782409667969      | 0.8467532515525817
(128, 'relu', 0.2, 128, 'relu', 0.05, 128, 'relu', 0.2)      | 37.48147430419922       | 0.9151515364646912      | 137.08651275634764      | 0.8363636374473572
(256, 'relu', 0.2, 128, 'relu', 0.05, 128, 'relu', 0.2)      | 38.76774845123291       | 0.9272727489471435      | 106.6505859375          | 0.8649350762367248
(128, 'relu', 0.5, 128, 'relu', 0.05, 128, 'relu', 0.2)      | 178.55482330322266      | 0.7939393997192383      | 134.93278121948242      | 0.8233766198158264
(256, 'relu', 0.5, 128, 'relu', 0.05, 128, 'relu', 0.2)      | 100.45652542114257      | 0.8303030490875244      | 104.79020843505859      | 0.8467532515525817
(128, 'relu', 0.1, 256, 'relu', 0.05, 128, 'relu', 0.2)      | 25.097318649291992      | 0.939393937587738       | 147.28840179443358      | 0.8467532515525817
(256, 'relu', 0.1, 256, 'relu', 0.05, 128, 'relu', 0.2)      | 19.516763305664064      | 0.95757577419281        | 128.0472625732422       | 0.8441558480262756
(128, 'relu', 0.2, 256, 'relu', 0.05, 128, 'relu', 0.2)      | 27.767627239227295      | 0.9212121367454529      | 126.0959457397461       | 0.8389610409736633
(256, 'relu', 0.2, 256, 'relu', 0.05, 128, 'relu', 0.2)      | 22.209390926361085      | 0.9515151739120483      | 112.73512268066406      | 0.8519480586051941
(128, 'relu', 0.5, 256, 'relu', 0.05, 128, 'relu', 0.2)      | 80.94069862365723       | 0.8303030371665955      | 101.96939544677734      | 0.8051947951316833
(256, 'relu', 0.5, 256, 'relu', 0.05, 128, 'relu', 0.2)      | 92.47282562255859       | 0.8363636374473572      | 114.40207366943359      | 0.8363636374473572
(128, 'relu', 0.1, 128, 'relu', 0.1, 128, 'relu', 0.2)       | 55.30860595703125       | 0.9151515245437623      | 183.13206481933594      | 0.8259740233421325
(256, 'relu', 0.1, 128, 'relu', 0.1, 128, 'relu', 0.2)       | 31.64092140197754       | 0.9272727370262146      | 118.36793212890625      | 0.867532479763031 
(128, 'relu', 0.2, 128, 'relu', 0.1, 128, 'relu', 0.2)       | 60.69277763366699       | 0.8909090995788574      | 149.4606689453125       | 0.833766233921051 
(256, 'relu', 0.2, 128, 'relu', 0.1, 128, 'relu', 0.2)       | 52.26471843719482       | 0.8909090995788574      | 128.08294219970702      | 0.8233766198158264
(128, 'relu', 0.5, 128, 'relu', 0.1, 128, 'relu', 0.2)       | 106.61588897705079      | 0.8121212244033813      | 122.5009780883789       | 0.8025973916053772
(256, 'relu', 0.5, 128, 'relu', 0.1, 128, 'relu', 0.2)       | 129.10846252441405      | 0.7939394116401672      | 106.55965728759766      | 0.8285714268684388
(128, 'relu', 0.1, 256, 'relu', 0.1, 128, 'relu', 0.2)       | 39.684094715118405      | 0.9212121367454529      | 129.17352905273438      | 0.8545454621315003
(256, 'relu', 0.1, 256, 'relu', 0.1, 128, 'relu', 0.2)       | 9.42146806716919        | 0.95757577419281        | 171.52694702148438      | 0.8441558480262756
(128, 'relu', 0.2, 256, 'relu', 0.1, 128, 'relu', 0.2)       | 56.07569465637207       | 0.9030303239822388      | 111.03033294677735      | 0.849350655078888 
(256, 'relu', 0.2, 256, 'relu', 0.1, 128, 'relu', 0.2)       | 23.388144540786744      | 0.9333333492279052      | 116.17195129394531      | 0.849350655078888 
(128, 'relu', 0.5, 256, 'relu', 0.1, 128, 'relu', 0.2)       | 96.84373931884765       | 0.800000011920929       | 92.44158325195312       | 0.8051947951316833
